Word,Count
\getClass().getResource("\/openchannel_dynamic_downloader/resources/html/speedTest.html"\).toExternalForm());\,1
primStage,1
\FileUtils.FILETYPE_PDF,\,1
(urlValidator.isValid(url)),1
(logProfile.validate()),1
inform,1
refreshrate,1
anythign,1
storeitself,1
\auto_increment,downloadedAmount\,1
METHOD,1
+=,1
loginPasswordField.getText());,1
around,1
//END,1
placeholder,1
nameFile,1
\enabled."\,\,1
setGraphic(lbl);,1
Map,1
numOfConnections.set(numberOfConnections);,1
rate,1
ObservableList,1
him,1
tugether,1
(IANA),1
ukazovat,1
Object,1
anyway,1
webEngine.load(,1
improve,1
CONSTRUCTORY,1
pokial,1
ra,1
f*ck,1
this.taskId,1
DownloadUnits,1
TBE,1
normal,1
POTOM,1
whenever,1
\GB"\);\,1
primaryStage,1
@Override,1
\System.out.println("\RESPONSE:"\\,1
conn.getResponseCode(),1
shutdownhook,1
\OpenChannel_Dynamic_Downloader.getTray().showMessage("\Folder\,1
Desktop.getDesktop().open(new,1
updates,1
SPECIFIED,1
Socket,1
numOfConnectionsPerDownload,1
graphic,1
//calculates,1
standalone,1
DATE,1
(sLength,1
opens,1
count,1
EXTRA,1
\downloadedProperty().addListener((val,\,1
FLAGS,1
row,1
OBJECT,1
sLength);,1
d.getName()));,1
passed,1
downloadtask/,1
du.getSource());,1
Applys,1
below,1
logInUser,1
rather,1
annotation,1
this.directory=directory;,1
CONTINUE,1
task//session,1
style,1
\incrementDownBytesSession,\,1
downlaodtask,1
WINDOW,1
totalDownVal,1
objects,1
FILTERING,1
//vypocitaj,1
suport,1
supposed,1
internally,1
contents,1
WHERE,1
\2015,\,1
moze,1
this.partNum,1
ZLE,1
Download,1
speedSeriesHours,1
comfortable,1
logProfile;,1
spawn,1
accept,1
security,1
webpage,1
tested,1
usupposed,1
\in.read(buffer,\,1
\TextFields.bindAutoCompletion(this,possibleSuggestions);\,1
\partStartOffset[index],\,1
\ERROR,\,1
blogpost,1
\threadName,\,1
OpenChannel_Dynamic_Downloader.showEulaWindow();,1
\checksum,\,1
\DATABSE,\,1
event,1
((count,1
HENT,1
du.getId());,1
threat,1
\pane,\,1
ofthese,1
numberOfParts;,1
TrayIcon.MessageType.WARNING);,1
SimpleLongProperty(i);//shoud,1
email),1
secur,1
MIGHT,1
stage;,1
easier,1
getHeaderFields(),1
\System.out.println("\TEST98-Avg\,1
\NULL)"\);\,1
\stmt.setString(1,\,1
initialize,1
statistics(date,1
nullified//it,1
\URL(du.getSource()),\,1
FxmlDownloadsViewController.removeItemFromOCTable(id);,1
overflow,1
anaplni,1
passwords,1
watch,1
thrown,1
totalDownVal.set(tempaAvgdp/tempDivBy);,1
custom,1
\"\)"\\,1
(((item,1
WHAT,1
rs.getString(1);,1
further,1
fxap,1
*/,1
lazy,1
!!!!!!!!!!!!!!!!!!,1
ENTRIES,1
Executor,1
UPPER,1
situations,1
\file."\,\,1
reReadFlags,1
validator,1
(!(Files.list(Paths.get(du.getDirectory())).filter((f),1
Downloader.createFinalHttpURLConnection(dtask.getSource());,1
eta,1
providing,1
du.getName(),1
Tomas,1
ITSELF,1
APPLICAITON,1
valid.//probably,1
\System.out.println("\ok\,1
downloadUnit,1
SAFE,1
s:getPossibleSuggestions()){,1
java.lang.Long,1
;D,1
authentificator,1
ocTableView//this,1
//must,1
\"\ScrollPane\,1
efectively,1
stuff,1
listeners,1
\files,//MOVED\,1
HashSet<>(possibleSuggestions);,1
PERFORMANCE,1
ok,1
CANNOT,1
//logged,1
getters,1
removeItemsOnEvent();,1
idea..,1
populate,1
\System.out.println("\test99"\);\,1
hide,1
transfer,1
YOU,1
bad,1
(((((item,1
authentificated,1
\ProcessBuilder("\explorer.exe"\,\,1
Mapped,1
SPEED,1
Info,1
updateSearchField(new,1
Title,1
risk,1
divBy);,1
performance,1
MUST,1
zero,1
NO,1
explorer,1
4,1
storeItself),1
iterate,1
Deal,1
FxmlDownloadsViewController.removeItemsFromOCTable(list);,1
\du,\,1
AUTO_INCREMENT,1
conn.getResponseMessage());,1
\"\Listener\,1
variable,1
totalDownValProperty(),1
POSLEDNEHO,1
(partStart,1
rebel,1
(DownloadTask.SizeNotDeterminedException,1
//ALSO,1
(1),1
-1),1
V,1
\KEY,"\\,1
having,1
drop,1
<T>,1
ID,1
\HashMap<DownloadUnit,\,1
owner,1
URLConnection.guessContentTypeFromName(url);,1
incognito,1
failed,1
visualisation,1
count;,1
upadte,1
'yyyyMMdd'),1
aktivny,1
OFFSET!!!!!!,1
H2DatabaseConnector(MainDataModel.getInstance().loginProfile),1
functionality,1
SEPARATED,1
blocks,1
unoptimized.And,1
1mb,1
special,1
System.out.println(name,1
CI,1
#6E2D8A,1
SupportedLinks{,1
\Label("\State"\);\,1
possibleSuggestions=new,1
optimal,1
FRO,1
files,1
space,1
true)),1
downBytes,1
smooth,1
AL,1
screen/main,1
want,1
PARTIALLY,1
OpenChannel,1
BEST,1
think,1
selection,1
reuses,1
}).start();,1
String[names.size()]));,1
faster,1
Downloader.getDownloads();,1
division,1
DOBRE,1
differenteee,1
\String[]{"\shit"\,\,1
/-----------------------------------------------------,1
themself,1
\partSize,\,1
rows,1
ucidim,1
differ,1
fxmlController/no,1
calcualte,1
//http://docs.oracle.com/javase/7/docs/technotes/guides/security/StandardNames.html,1
//hide,1
conn.getHeaderFields().keySet()),1
this.setName(threadName);,1
2000,1
feedback,1
help,1
useless,1
DONE,1
equal,1
Make,1
allowed,1
downloads.removeAll(activeDownloads);,1
refreshes,1
updated,1
\case"\\,1
\"\/select,"\\,1
please,1
divBy,1
actions,1
(endByte,1
unconnected,1
DOWNLOADING,1
suboru,1
Does,1
kill,1
Aint,1
VERSION,1
}catch(Exception,1
DbUtil.getUsersTableInfo();,1
SUCESS,1
pattern,1
/create,1
calculations,1
\getSizeOfFileSafe()+"\\,1
setText((item,1
stmt.executeUpdate();,1
\conn.getHeaderFields().get("\Content-Length"\);\,1
.etc,1
FileUtils.FILETYPE_XLSX);,1
CONTROLLER,1
key,1
setText(((item,1
reall,1
\BAR,\,1
browser,1
CTRL+SHIFT,1
advanced,1
downloadFile(DownloadUnit,1
HOLDER,1
\Downloaded:"\\,1
\credentials"\);\,1
\System.out.println("\EMPTY\,1
File(du.getDirectory()));,1
Unknown,1
notifyObservers();,1
whats,1
BYTE.,1
resourceUrl,1
